Date1,Price_USDJPY,Price_EURUSD,Price_GBPJPY,weekday,day,month,year,firstday,USDJPYreturn,EURUSDreturn,GBPJPYreturn
1/5/1971,357.81,,856.919,3,5,1,1971,0,0.000223632,,0.000683145
1/6/1971,357.86,,857.683,4,6,1,1971,0,0.000139739,,0.000891566
1/7/1971,357.87,,857.563,5,7,1,1971,0,2.79439E-05,,-0.000139912
1/8/1971,357.82,,857.766,6,8,1,1971,0,-0.000139716,,0.000236717
1/11/1971,357.95,,858.793,2,11,1,1971,0,0.000363311,,0.001197296
1/12/1971,358.06,,859.379,3,12,1,1971,0,0.000307306,,0.000682353
1/13/1971,358.44,,861.008,4,13,1,1971,0,0.001061275,,0.001895555
1/14/1971,358.4,,862.704,5,14,1,1971,0,-0.000111595,,0.001969784
1/15/1971,358.4,,862.202,6,15,1,1971,0,0,,-0.000581891
1/18/1971,358.29,,861.759,2,18,1,1971,0,-0.00030692,,-0.000513801
1/19/1971,358.35,,862.942,3,19,1,1971,0,0.000167462,,0.001372774
1/20/1971,358.4,,863.027,4,20,1,1971,0,0.000139528,,9.85002E-05
1/21/1971,358.27,,863.144,5,21,1,1971,0,-0.000362723,,0.000135569
1/22/1971,357.9,,862.646,6,22,1,1971,0,-0.001032741,,-0.000576961
1/25/1971,357.73,,863.81,2,25,1,1971,0,-0.000474993,,0.001349337
1/26/1971,357.78,,864.396,3,26,1,1971,0,0.00013977,,0.00067839
1/27/1971,357.79,,864.456,4,27,1,1971,0,2.79501E-05,,6.94126E-05
1/28/1971,357.83,,864.839,5,28,1,1971,0,0.000111797,,0.000443053
1/29/1971,357.72,,864.752,6,29,1,1971,0,-0.000307409,,-0.000100597
2/1/1971,357.67,,864.989,2,1,2,1971,1,-0.000139774,,0.000274067
2/2/1971,357.55,,864.591,3,2,2,1971,0,-0.000335505,,-0.000460121
2/3/1971,357.54,,864.674,4,3,2,1971,0,-0.000027968,,9.59991E-05
2/4/1971,357.51,,863.994,5,4,2,1971,0,-0.000083907,,-0.000786424
2/5/1971,357.53,,863.327,6,5,2,1971,0,5.59425E-05,,-0.000771996
2/8/1971,357.49,,864.482,2,8,2,1971,0,-0.000111879,,0.001337848
2/9/1971,357.5,,863.398,3,9,2,1971,0,2.79728E-05,,-0.00125393
2/10/1971,357.5,,863.684,4,10,2,1971,0,0,,0.000331249
2/11/1971,357.5,,863.648,5,11,2,1971,0,0,,-0.000041682
2/12/1971,357.5,,863.648,6,12,2,1971,0,0,,0
2/15/1971,357.5,,863.648,2,15,2,1971,0,0,,0
2/16/1971,357.53,,864.972,3,16,2,1971,0,8.39161E-05,,0.001533032
2/17/1971,357.53,,864.972,4,17,2,1971,0,0,,0
2/18/1971,357.53,,864.9,5,18,2,1971,0,0,,-0.00008324
2/19/1971,357.56,,864.937,6,19,2,1971,0,0.000083909,,4.27795E-05
2/22/1971,357.6,,865.105,2,22,2,1971,0,0.000111869,,0.000194234
2/23/1971,357.55,,865.02,3,23,2,1971,0,-0.000139821,,-0.000098254
2/24/1971,357.6,,865.141,4,24,2,1971,0,0.000139841,,0.000139881
2/25/1971,357.56,,864.472,5,25,2,1971,0,-0.000111857,,-0.000773284
2/26/1971,357.56,,863.864,6,26,2,1971,0,0,,-0.000703319
3/1/1971,357.63,,864.105,2,1,3,1971,1,0.000195771,,0.000278979
3/2/1971,357.56,,864.723,3,2,3,1971,0,-0.000195733,,0.000715191
3/3/1971,357.49,,864.875,4,3,3,1971,0,-0.000195771,,0.000175779
3/4/1971,357.45,,864.278,5,4,3,1971,0,-0.000111891,,-0.000690273
3/5/1971,357.59,,864.759,6,5,3,1971,0,0.000391663,,0.000556534
3/8/1971,357.55,,864.984,2,8,3,1971,0,-0.00011186,,0.000260188
3/9/1971,357.46,,864.624,3,9,3,1971,0,-0.000251713,,-0.000416193
3/10/1971,357.59,,865.081,4,10,3,1971,0,0.000363677,,0.000528554
3/11/1971,357.56,,864.866,5,11,3,1971,0,-0.000083895,,-0.000248532
3/12/1971,357.58,,865.093,6,12,3,1971,0,5.59347E-05,,0.000262468
3/15/1971,357.54,,864.996,2,15,3,1971,0,-0.000111863,,-0.000112127
3/16/1971,357.49,,864.518,3,16,3,1971,0,-0.000139844,,-0.000552604
3/17/1971,357.53,,865.008,4,17,3,1971,0,0.000111891,,0.00056679
3/18/1971,357.56,,864.937,5,18,3,1971,0,0.000083909,,-0.00008208
3/19/1971,357.56,,864.937,6,19,3,1971,0,0,,0
3/22/1971,357.44,,864.754,2,22,3,1971,0,-0.000335608,,-0.000211576
3/23/1971,357.53,,864.972,3,23,3,1971,0,0.000251791,,0.000252095
3/24/1971,357.53,,865.008,4,24,3,1971,0,0,,4.16198E-05
3/25/1971,357.47,,864.541,5,25,3,1971,0,-0.000167818,,-0.000539879
3/26/1971,357.47,,864.648,6,26,3,1971,0,0,,0.000123765
3/29/1971,357.44,,864.79,2,29,3,1971,0,-0.000083923,,0.000164229
3/30/1971,357.49,,864.446,3,30,3,1971,0,0.000139884,,-0.000397784
3/31/1971,357.42,,863.812,4,31,3,1971,0,-0.00019581,,-0.000733418
4/1/1971,357.49,,863.231,5,1,4,1971,1,0.000195848,,-0.0006726
4/2/1971,357.53,,862.541,6,2,4,1971,0,0.000111891,,-0.000799323
4/5/1971,357.5,,863.755,2,5,4,1971,0,-0.000083909,,0.001407469
4/6/1971,357.46,,864.659,3,6,4,1971,0,-0.000111888,,0.001046593
4/7/1971,357.55,,864.198,4,7,4,1971,0,0.000251776,,-0.000533158
4/8/1971,357.55,,864.091,5,8,4,1971,0,0,,-0.000123814
4/9/1971,357.5,,863.97,6,9,4,1971,0,-0.000139841,,-0.000140032
4/12/1971,357.5,,864.041,2,12,4,1971,0,0,,8.21788E-05
4/13/1971,357.62,,864.26,3,13,4,1971,0,0.000335664,,0.00025346
4/14/1971,357.58,,864.628,4,14,4,1971,0,-0.000111851,,0.000425798
4/15/1971,357.5,,864.685,5,15,4,1971,0,-0.000223726,,6.59243E-05
4/16/1971,357.54,,864.746,6,16,4,1971,0,0.000111888,,7.05459E-05
4/19/1971,357.49,,864.875,2,19,4,1971,0,-0.000139844,,0.000149177
4/20/1971,357.49,,864.875,3,20,4,1971,0,0,,0
4/21/1971,357.49,,864.982,4,21,4,1971,0,0,,0.000123717
4/22/1971,357.49,,864.661,5,22,4,1971,0,0,,-0.000371106
4/23/1971,357.49,,864.732,6,23,4,1971,0,0,,8.21131E-05
4/26/1971,357.5,,864.721,2,26,4,1971,0,2.79728E-05,,-0.000012721
4/27/1971,357.49,,864.768,3,27,4,1971,0,-0.000027972,,5.43528E-05
4/28/1971,357.5,,864.971,4,28,4,1971,0,2.79728E-05,,0.000234745
4/29/1971,357.41,,864.646,5,29,4,1971,0,-0.000251748,,-0.000375735
4/30/1971,357.4,,864.657,6,30,4,1971,0,-0.000027979,,0.000012722
5/3/1971,357.41,,864.539,2,3,5,1971,1,2.79799E-05,,-0.00013647
5/4/1971,357.4,,864.371,3,4,5,1971,0,-0.000027979,,-0.000194323
5/5/1971,357.4,,864.693,4,5,5,1971,0,0,,0.000372525
5/6/1971,357.41,,864.396,5,6,5,1971,0,2.79799E-05,,-0.000343475
5/7/1971,357.41,,864.503,6,7,5,1971,0,0,,0.000123786
5/10/1971,357.14,,863.314,2,10,5,1971,0,-0.000755435,,-0.001375357
5/11/1971,357.44,,863.932,3,11,5,1971,0,0.000840007,,0.000715846
5/12/1971,357.53,,864.614,4,12,5,1971,0,0.000251791,,0.000789414
5/13/1971,357.49,,864.518,5,13,5,1971,0,-0.000111879,,-0.000111032
5/14/1971,357.49,,864.625,6,14,5,1971,0,0,,0.000123768
5/17/1971,357.4,,864.657,2,17,5,1971,0,-0.000251755,,3.70103E-05
5/18/1971,357.44,,864.647,3,18,5,1971,0,0.000111919,,-0.000011565
5/19/1971,357.4,,864.693,4,19,5,1971,0,-0.000111907,,5.32009E-05
5/20/1971,357.46,,864.802,5,20,5,1971,0,0.000167879,,0.000126056
5/21/1971,357.4,,864.693,6,21,5,1971,0,-0.000167851,,-0.00012604
5/24/1971,357.4,,864.693,2,24,5,1971,0,0,,0
5/25/1971,357.4,,864.55,3,25,5,1971,0,0,,-0.000165377
5/26/1971,357.44,,864.79,4,26,5,1971,0,0.000111919,,0.000277601
5/27/1971,357.4,,864.443,5,27,5,1971,0,-0.000111907,,-0.000401253
5/28/1971,357.4,,864.121,6,28,5,1971,0,0,,-0.000372494
5/31/1971,357.4,,864.121,2,31,5,1971,0,0,,0
6/1/1971,357.46,,863.694,3,1,6,1971,1,0.000167879,,-0.000494144
6/2/1971,357.4,,863.835,4,2,6,1971,0,-0.000167851,,0.000163252
6/3/1971,357.46,,864.624,5,3,6,1971,0,0.000167879,,0.000913369
6/4/1971,357.4,,864.55,6,4,6,1971,0,-0.000167851,,-0.000085586
6/7/1971,357.4,,864.622,2,7,6,1971,0,0,,8.32803E-05
6/8/1971,357.4,,864.479,3,8,6,1971,0,0,,-0.00016539
6/9/1971,357.4,,864.693,4,9,6,1971,0,0,,0.000247548
6/10/1971,357.4,,864.657,5,10,6,1971,0,0,,-0.000041633
6/11/1971,357.4,,864.693,6,11,6,1971,0,0,,0.000041635
6/14/1971,357.4,,864.407,2,14,6,1971,0,0,,-0.000330753
6/15/1971,357.46,,864.588,3,15,6,1971,0,0.000167879,,0.000209392
6/16/1971,357.46,,864.802,4,16,6,1971,0,0,,0.000247517
6/17/1971,357.46,,864.659,5,17,6,1971,0,0,,-0.000165356
6/18/1971,357.4,,864.586,6,18,6,1971,0,-0.000167851,,-0.000084426
6/21/1971,357.4,,864.586,2,21,6,1971,0,0,,0
6/22/1971,357.4,,864.55,3,22,6,1971,0,0,,-0.000041638
6/23/1971,357.4,,864.729,4,23,6,1971,0,0,,0.000207044
6/24/1971,357.4,,864.586,5,24,6,1971,0,0,,-0.00016537
6/25/1971,357.4,,864.586,6,25,6,1971,0,0,,0
6/28/1971,357.37,,864.299,2,28,6,1971,0,-0.00008394,,-0.000331951
6/29/1971,357.39,,864.526,3,29,6,1971,0,5.59644E-05,,0.000262641
6/30/1971,357.4,,864.765,4,30,6,1971,0,2.79806E-05,,0.000276452
7/1/1971,357.4,,864.55,5,1,7,1971,1,0,,-0.000248622
7/2/1971,357.4,,864.55,6,2,7,1971,0,0,,0
7/5/1971,357.4,,864.55,2,5,7,1971,0,0,,0
7/6/1971,357.45,,864.671,3,6,7,1971,0,0.000139899,,0.000139957
7/7/1971,357.46,,864.695,4,7,7,1971,0,2.79759E-05,,2.77562E-05
7/8/1971,357.46,,864.695,5,8,7,1971,0,0,,0
7/9/1971,357.4,,864.3,6,9,7,1971,0,-0.000167851,,-0.000456808
7/12/1971,357.41,,864.288,2,12,7,1971,0,2.79799E-05,,-0.000013884
7/13/1971,357.44,,864.289,3,13,7,1971,0,8.39372E-05,,1.16E-06
7/14/1971,357.4,,864.443,4,14,7,1971,0,-0.000111907,,0.000178181
7/15/1971,357.4,,864.443,5,15,7,1971,0,0,,0
7/16/1971,357.4,,864.514,6,16,7,1971,0,0,,8.21338E-05
7/19/1971,357.39,,864.276,2,19,7,1971,0,-0.00002798,,-0.000275299
7/20/1971,357.39,,864.24,3,20,7,1971,0,0,,-0.000041653
7/21/1971,357.4,,864.586,4,21,7,1971,0,2.79806E-05,,0.000400352
7/22/1971,357.37,,864.406,5,22,7,1971,0,-0.00008394,,-0.000208192
7/23/1971,357.36,,864.453,6,23,7,1971,0,-0.000027982,,5.43726E-05
7/26/1971,357.4,,864.193,2,26,7,1971,0,0.000111932,,-0.000300768
7/27/1971,357.37,,864.049,3,27,7,1971,0,-0.00008394,,-0.000166629
7/28/1971,357.4,,864.371,4,28,7,1971,0,8.39466E-05,,0.000372664
7/29/1971,357.4,,864.336,5,29,7,1971,0,0,,-0.000040492
7/30/1971,357.39,,864.311,6,30,7,1971,0,-0.00002798,,-0.000028924
8/2/1971,357.41,,864.038,2,2,8,1971,1,5.59613E-05,,-0.000315859
8/3/1971,357.37,,863.763,3,3,8,1971,0,-0.000111916,,-0.000318273
8/4/1971,357.37,,864.585,4,4,8,1971,0,0,,0.00095165
8/5/1971,357.37,,864.227,5,5,8,1971,0,0,,-0.000414071
8/6/1971,357.37,,864.299,6,6,8,1971,0,0,,8.33114E-05
8/9/1971,357.35,,864.501,2,9,8,1971,0,-0.000055964,,0.000233715
8/10/1971,357.39,,864.419,3,10,8,1971,0,0.000111935,,-0.000094852
8/11/1971,357.35,,864.679,4,11,8,1971,0,-0.000111923,,0.00030078
8/12/1971,357.4,,864.765,5,12,8,1971,0,0.000139919,,9.94589E-05
8/13/1971,357.35,,864.608,6,13,8,1971,0,-0.000139899,,-0.000181552
8/16/1971,357.35,,864.608,2,16,8,1971,0,0,,0
8/17/1971,357.35,,864.608,3,17,8,1971,0,0,,0
8/18/1971,357.35,,864.608,4,18,8,1971,0,0,,0
8/19/1971,357.35,,864.608,5,19,8,1971,0,0,,0
8/20/1971,357.35,,864.608,6,20,8,1971,0,0,,0
8/23/1971,357.35,,870.147,2,23,8,1971,0,0,,0.006406371
8/24/1971,357.35,,873.613,3,24,8,1971,0,0,,0.003983235
8/25/1971,357.35,,878.687,4,25,8,1971,0,0,,0.005808064
8/26/1971,357.35,,883.476,5,26,8,1971,0,0,,0.005450177
8/27/1971,357.35,,882.404,6,27,8,1971,0,0,,-0.001213389
8/30/1971,357.35,,881.832,2,30,8,1971,0,0,,-0.000648229
8/31/1971,339.85,,833.821,3,31,8,1971,0,-0.048971596,,-0.054444611
9/1/1971,341.01,,836.872,4,1,9,1971,1,0.003413271,,0.003659059
9/2/1971,338.98,,833.077,5,2,9,1971,0,-0.005952905,,-0.004534744
9/3/1971,340.14,,836.404,6,3,9,1971,0,0.003422031,,0.003993628
9/6/1971,340.14,,836.404,2,6,9,1971,0,0,,0
9/7/1971,339.79,,835.305,3,7,9,1971,0,-0.001028988,,-0.001313958
9/8/1971,339.39,,834.356,4,8,9,1971,0,-0.001177198,,-0.001136112
9/9/1971,339.07,,833.671,5,9,9,1971,0,-0.000942868,,-0.000820992
9/10/1971,338.81,,833.201,6,10,9,1971,0,-0.000766803,,-0.000563772
9/13/1971,338.98,,833.958,2,13,9,1971,0,0.000501756,,0.000908544
9/14/1971,338.24,,834.438,3,14,9,1971,0,-0.00218302,,0.000575569
9/15/1971,338.41,,836.177,4,15,9,1971,0,0.000502602,,0.002084037
9/16/1971,337.84,,834.802,5,16,9,1971,0,-0.001684347,,-0.001644389
9/17/1971,337.95,,835.412,6,17,9,1971,0,0.000325598,,0.000730712
9/20/1971,337.27,,834.507,2,20,9,1971,0,-0.002012132,,-0.001083298
9/21/1971,337.34,,834.343,3,21,9,1971,0,0.000207549,,-0.000196523
9/22/1971,337.44,,834.826,4,22,9,1971,0,0.000296437,,0.000578899
9/23/1971,337.27,,836.598,5,23,9,1971,0,-0.000503793,,0.002122598
9/24/1971,336.98,,836.552,6,24,9,1971,0,-0.000859845,,-0.000054985
9/27/1971,336.25,,834,2,27,9,1971,0,-0.002166301,,-0.003050617
9/28/1971,336.36,,833.567,3,28,9,1971,0,0.000327138,,-0.000519185
9/29/1971,335.57,,833.488,4,29,9,1971,0,-0.002348674,,-0.000094773
9/30/1971,335.35,,833.244,5,30,9,1971,0,-0.000655601,,-0.000292746
10/1/1971,333.39,,829.874,6,1,10,1971,1,-0.00584464,,-0.004044434
10/4/1971,333.17,,829.226,2,4,10,1971,0,-0.000659888,,-0.000780841
10/5/1971,333.14,,829.318,3,5,10,1971,0,-0.000090044,,0.000110947
10/6/1971,332.65,,827.699,4,6,10,1971,0,-0.001470853,,-0.001952207
10/7/1971,332.61,,827.999,5,7,10,1971,0,-0.000120247,,0.000362451
10/8/1971,332.37,,824.344,6,8,10,1971,0,-0.000721566,,-0.004414257
10/11/1971,332.37,,824.344,2,11,10,1971,0,0,,0
10/12/1971,330.52,,822.829,3,12,10,1971,0,-0.005566086,,-0.001837825
10/13/1971,331.4,,824.887,4,13,10,1971,0,0.002662471,,0.002501127
10/14/1971,330.85,,820.706,5,14,10,1971,0,-0.001659626,,-0.005068573
10/15/1971,330.58,,822.78,6,15,10,1971,0,-0.00081608,,0.002527093
10/18/1971,329.6,,820.506,2,18,10,1971,0,-0.002964487,,-0.002763801
10/19/1971,330.85,,823.584,3,19,10,1971,0,0.003792476,,0.003751344
10/20/1971,331.07,,824.761,4,20,10,1971,0,0.000664954,,0.00142912
10/21/1971,330.79,,824.361,5,21,10,1971,0,-0.000845743,,-0.000484989
10/22/1971,330.36,,823.488,6,22,10,1971,0,-0.001299918,,-0.001059002
10/25/1971,330.36,,823.488,2,25,10,1971,0,0,,0
10/26/1971,329,,820.526,3,26,10,1971,0,-0.004116721,,-0.003596895
10/27/1971,329.54,,822.037,4,27,10,1971,0,0.001641337,,0.001841502
10/28/1971,329.71,,822.23,5,28,10,1971,0,0.000515871,,0.000234783
10/29/1971,329.5,,820.916,6,29,10,1971,0,-0.000636923,,-0.001598093
11/1/1971,329.45,,821.22,2,1,11,1971,1,-0.000151745,,0.000370318
11/2/1971,329.45,,821.22,3,2,11,1971,0,0,,0
11/3/1971,329.5,,821.443,4,3,11,1971,0,0.000151768,,0.000271547
11/4/1971,330.87,,824.792,5,4,11,1971,0,0.004157815,,0.004076972
11/5/1971,329.16,,820.793,6,5,11,1971,0,-0.005168193,,-0.004848495
11/8/1971,329.22,,820.778,2,8,11,1971,0,0.000182282,,-0.000018275
11/9/1971,329.16,,820.464,3,9,11,1971,0,-0.000182249,,-0.000382564
11/10/1971,329.11,,820.306,4,10,11,1971,0,-0.000151902,,-0.000192574
11/11/1971,329.11,,820.602,5,11,11,1971,0,0,,0.000360841
11/12/1971,329.49,,821.649,6,12,11,1971,0,0.001154629,,0.001275893
11/15/1971,328.73,,819.523,2,15,11,1971,0,-0.002306595,,-0.00258748
11/16/1971,328.62,,819.216,3,16,11,1971,0,-0.000334621,,-0.000374608
11/17/1971,328.8,,819.961,4,17,11,1971,0,0.000547745,,0.000909406
11/18/1971,328.68,,819.563,5,18,11,1971,0,-0.000364964,,-0.000485389
11/19/1971,328.4,,818.963,6,19,11,1971,0,-0.000851892,,-0.000732097
11/22/1971,328.41,,818.956,2,22,11,1971,0,3.04507E-05,,-8.55E-06
11/23/1971,328.19,,818.473,3,23,11,1971,0,-0.000669894,,-0.000589775
11/24/1971,328.04,,817.967,4,24,11,1971,0,-0.000457052,,-0.000618224
11/25/1971,328.04,,817.967,5,25,11,1971,0,0,,0
11/26/1971,327.6,,816.936,6,26,11,1971,0,-0.0013413,,-0.001260442
11/29/1971,327.06,,815.622,2,29,11,1971,0,-0.001648352,,-0.001608449
11/30/1971,327.44,,816.537,3,30,11,1971,0,0.001161866,,0.001121843
12/1/1971,327.6,,817.001,4,1,12,1971,1,0.000488639,,0.000568254
12/2/1971,326,,812.718,5,2,12,1971,0,-0.004884005,,-0.005242344
12/3/1971,325.1,,812.262,6,3,12,1971,0,-0.002760736,,-0.00056108
12/6/1971,326.53,,815.606,2,6,12,1971,0,0.004398647,,0.004116898
12/7/1971,323.62,,809.405,3,7,12,1971,0,-0.008911892,,-0.007602936
12/8/1971,323.5,,811.305,4,8,12,1971,0,-0.000370805,,0.002347403
12/9/1971,323.52,,814.461,5,9,12,1971,0,6.18238E-05,,0.003890029
12/10/1971,323.1,,813.63,6,10,12,1971,0,-0.00129822,,-0.001020307
12/13/1971,322.79,,813.108,2,13,12,1971,0,-0.000959455,,-0.000641569
12/14/1971,322.58,,812.546,3,14,12,1971,0,-0.000650578,,-0.000691175
12/15/1971,321.54,,810.023,4,15,12,1971,0,-0.003224006,,-0.003105055
12/16/1971,320,,806.304,5,16,12,1971,0,-0.004789451,,-0.004591228
12/17/1971,320.36,,810.254,6,17,12,1971,0,0.001125,,0.004898897
12/20/1971,320.36,,810.254,2,20,12,1971,0,0,,0
12/21/1971,314.98,,804.364,3,21,12,1971,0,-0.016793607,,-0.007269325
12/22/1971,314.96,,804.344,4,22,12,1971,0,-0.000063496,,-0.000024864
12/23/1971,315.01,,802.802,5,23,12,1971,0,0.00015875,,-0.00191709
12/24/1971,315.21,,803.06,6,24,12,1971,0,0.000634901,,0.000321374
12/27/1971,314.96,,802.581,2,27,12,1971,0,-0.000793122,,-0.000596469
12/28/1971,315.01,,802.424,3,28,12,1971,0,0.00015875,,-0.000195619
12/29/1971,315.21,,802.965,4,29,12,1971,0,0.000634901,,0.000674207
12/30/1971,315.01,,804.409,5,30,12,1971,0,-0.000634498,,0.001798335
12/31/1971,315.01,,803.905,6,31,12,1971,0,0,,-0.000626547
1/3/1972,314.86,,803.522,2,3,1,1972,1,-0.000476175,,-0.000476424
1/4/1972,314.96,,803.305,3,4,1,1972,0,0.000317602,,-0.000270061
1/5/1972,314.86,,803.207,4,5,1,1972,0,-0.000317501,,-0.000121996
1/6/1972,312.01,,795.687,5,6,1,1972,0,-0.009051642,,-0.009362468
1/7/1972,312.5,,796.937,6,7,1,1972,0,0.001570463,,0.00157097
1/10/1972,312.99,,798.061,2,10,1,1972,0,0.001568,,0.0014104
1/11/1972,314.47,,801.584,3,11,1,1972,0,0.004728586,,0.00441445
1/12/1972,313.48,,799.499,4,12,1,1972,0,-0.003148154,,-0.0026011
1/13/1972,313.97,,801.91,5,13,1,1972,0,0.001563098,,0.003015639
1/14/1972,312.99,,805.01,6,14,1,1972,0,-0.003121317,,0.003865771
1/17/1972,313.38,,810.087,2,17,1,1972,0,0.001246046,,0.006306754
1/18/1972,312.89,,807.256,3,18,1,1972,0,-0.001563597,,-0.003494686
1/19/1972,312.79,,807.029,4,19,1,1972,0,-0.000319601,,-0.0002812
1/20/1972,312.01,,805.453,5,20,1,1972,0,-0.002493686,,-0.001952842
1/21/1972,312.3,,806.483,6,21,1,1972,0,0.000929457,,0.001278784
1/24/1972,312.21,,807.78,2,24,1,1972,0,-0.000288184,,0.001608217
1/25/1972,311.82,,807.707,3,25,1,1972,0,-0.001249159,,-0.000090371
1/26/1972,311.53,,806.675,4,26,1,1972,0,-0.000930024,,-0.001277691
1/27/1972,310.08,,803.2,5,27,1,1972,0,-0.004654447,,-0.004307807
1/28/1972,310.46,,804.526,6,28,1,1972,0,0.00122549,,0.001650896
1/31/1972,310.56,,805.499,2,31,1,1972,0,0.000322103,,0.001209408
2/1/1972,310.37,,806.899,3,1,2,1972,1,-0.000611798,,0.001738053
2/2/1972,308.55,,804.297,4,2,2,1972,0,-0.005863969,,-0.003224691
2/3/1972,309.12,,805.133,5,3,2,1972,0,0.001847351,,0.001039417
2/4/1972,308.64,,802.464,6,4,2,1972,0,-0.001552795,,-0.00331498
2/7/1972,308.17,,802.135,2,7,2,1972,0,-0.00152281,,-0.000409987
2/8/1972,307.69,,801.132,3,8,2,1972,0,-0.001557582,,-0.001250413
2/9/1972,304.79,,793.977,4,9,2,1972,0,-0.009425071,,-0.008931112
2/10/1972,304.69,,793.991,5,10,2,1972,0,-0.000328095,,1.76328E-05
2/11/1972,304.69,,793.869,6,11,2,1972,0,0,,-0.000153654
2/14/1972,304.23,,789.537,2,14,2,1972,0,-0.001509731,,-0.00545682
2/15/1972,304.14,,788.847,3,15,2,1972,0,-0.000295829,,-0.00087393
2/16/1972,303.95,,791.637,4,16,2,1972,0,-0.000624712,,0.003536808
2/17/1972,303.95,,791.789,5,17,2,1972,0,0,,0.000192007
2/18/1972,303.49,,790.743,6,18,2,1972,0,-0.001513407,,-0.001321059
2/21/1972,303.49,,790.743,2,21,2,1972,0,0,,0
2/22/1972,302.85,,788.924,3,22,2,1972,0,-0.002108801,,-0.002300368
2/23/1972,302.48,,788.323,4,23,2,1972,0,-0.001221727,,-0.000761797
2/24/1972,302.11,,787.6,5,24,2,1972,0,-0.001223221,,-0.000917137
2/25/1972,302.48,,788.081,6,25,2,1972,0,0.00122472,,0.000610716
2/28/1972,303.95,,792.002,2,28,2,1972,0,0.004859825,,0.004975377
2/29/1972,303.4,,790.63,3,29,2,1972,0,-0.001809508,,-0.001732319
3/1/1972,303.21,,790.104,4,1,3,1972,1,-0.000626236,,-0.000665292
3/2/1972,303.03,,789.635,5,2,3,1972,0,-0.000593648,,-0.000593593
3/3/1972,302.66,,789.246,6,3,3,1972,0,-0.001221001,,-0.000492633
3/6/1972,302.75,,790.54,2,6,3,1972,0,0.000297363,,0.00163954
3/7/1972,302.3,,792.418,3,7,3,1972,0,-0.001486375,,0.002375591
3/8/1972,302.02,,793.013,4,8,3,1972,0,-0.000926232,,0.000750866
3/9/1972,301.66,,797.589,5,9,3,1972,0,-0.001191974,,0.005770397
3/10/1972,301.93,,797.366,6,10,3,1972,0,0.000895047,,-0.000279593
3/13/1972,302.3,,797.679,2,13,3,1972,0,0.00122545,,0.000392542
3/14/1972,302.21,,794.51,3,14,3,1972,0,-0.000297717,,-0.003972776
3/15/1972,302.11,,791.83,4,15,3,1972,0,-0.000330896,,-0.003373148
3/16/1972,302.02,,791.292,5,16,3,1972,0,-0.000297905,,-0.000679439
3/17/1972,302.11,,788.507,6,17,3,1972,0,0.000297994,,-0.00351956
3/20/1972,302.3,,789.154,2,20,3,1972,0,0.00062891,,0.000820538
3/21/1972,302.11,,790.772,3,21,3,1972,0,-0.000628515,,0.002050297
3/22/1972,302.11,,790.561,4,22,3,1972,0,0,,-0.000266828
3/23/1972,301.93,,787.916,5,23,3,1972,0,-0.000595809,,-0.003345725
3/24/1972,302.3,,787.944,6,24,3,1972,0,0.00122545,,3.55368E-05
3/27/1972,302.57,,789.919,2,27,3,1972,0,0.000893153,,0.002506523
3/28/1972,302.85,,791.952,3,28,3,1972,0,0.000925406,,0.002573682
3/29/1972,303.77,,794.662,4,29,3,1972,0,0.003037808,,0.003421925
3/30/1972,303.77,,794.419,5,30,3,1972,0,0,,-0.00030579
3/31/1972,304.32,,796.192,6,31,3,1972,0,0.00181058,,0.00223182
4/3/1972,304.14,,795.63,2,3,4,1972,1,-0.000591483,,-0.00070586
4/4/1972,304.97,,796.825,3,4,4,1972,0,0.002729006,,0.001501954
4/5/1972,305.16,,797.077,4,5,4,1972,0,0.000623012,,0.000316255
4/6/1972,304.88,,795.523,5,6,4,1972,0,-0.000917551,,-0.001949623
4/7/1972,303.21,,791.014,6,7,4,1972,0,-0.005477565,,-0.005667969
4/10/1972,302.11,,787.963,2,10,4,1972,0,-0.003627849,,-0.003857075
4/11/1972,302.3,,789.456,3,11,4,1972,0,0.00062891,,0.001894759
4/12/1972,302.43,,790.098,4,12,4,1972,0,0.000430036,,0.000813218
4/13/1972,302.57,,789.768,5,13,4,1972,0,0.000462917,,-0.00041767
4/14/1972,302.94,,790.249,6,14,4,1972,0,0.001222858,,0.00060904
4/17/1972,302.57,,789.163,2,17,4,1972,0,-0.001221364,,-0.00137425
4/18/1972,302.39,,788.27,3,18,4,1972,0,-0.000594904,,-0.001131579
4/19/1972,302.94,,789.703,4,19,4,1972,0,0.001818843,,0.001817905
4/20/1972,303.03,,790.696,5,20,4,1972,0,0.000297089,,0.001257435
4/21/1972,303.21,,790.892,6,21,4,1972,0,0.000594001,,0.000247883
4/24/1972,305.16,,796.437,2,24,4,1972,0,0.006431186,,0.007011071
4/25/1972,304.32,,794.609,3,25,4,1972,0,-0.002752654,,-0.002295222
4/26/1972,303.77,,793.143,4,26,4,1972,0,-0.001807308,,-0.001844933
4/27/1972,304.23,,794.527,5,27,4,1972,0,0.001514304,,0.001744957
4/28/1972,304.88,,796.041,6,28,4,1972,0,0.002136541,,0.001905536
5/1/1972,304.41,,794.814,2,1,5,1972,1,-0.00154159,,-0.001541378
5/2/1972,304.23,,794.283,3,2,5,1972,0,-0.000591308,,-0.000668081
5/3/1972,304.32,,794.731,4,3,5,1972,0,0.000295829,,0.000564031
